

INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-13 08:50:38', 25);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-24 08:50:38', 25);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-27 18:15:38', 25);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-27 08:50:38', 25);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-28 18:15:38', 25);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-28 08:50:38', 25);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-29 18:15:38', 25);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-29 08:50:38', 25);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-30 18:15:38', 25);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-30 08:50:38', 25);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-31 18:15:38', 25);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-31 08:50:38', 25);

------------------------------------------------------------------------------------------------------
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-13 08:50:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-13 18:15:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-14 08:50:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-14 18:15:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-16 08:50:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-16 18:15:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-17 08:50:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-17 18:15:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-20 18:15:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-20 08:50:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-21 18:15:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-21 08:50:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-22 18:15:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-22 08:50:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-23 18:15:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-23 08:50:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-24 18:15:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-24 08:50:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-27 18:15:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-27 08:50:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-28 18:15:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-28 08:50:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-29 18:15:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-29 08:50:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-30 18:15:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-30 08:50:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-31 18:15:38', 26);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-31 08:50:38', 26);
---------------------------------------------------------------------------------------------------
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-13 08:50:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-13 18:15:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-14 08:50:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-14 18:15:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-16 08:40:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-16 18:15:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-17 08:30:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-17 18:15:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-20 18:15:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-20 08:50:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-21 18:15:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-21 08:50:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-22 18:15:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-22 08:50:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-23 18:15:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-23 08:50:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-24 18:15:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-24 08:50:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-27 18:15:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-27 09:50:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-28 18:15:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-28 09:50:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-29 18:15:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-29 08:50:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-30 18:15:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-30 08:50:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-31 18:15:38', 27);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-31 08:50:38', 27);
---------------------------------------------------------------------------------------------------
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-13 08:50:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-13 18:15:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-14 08:50:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-14 18:15:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-16 08:40:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-16 18:15:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-17 08:30:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-17 18:15:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-20 18:15:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-20 08:50:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-21 18:15:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-21 08:50:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-22 18:15:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-22 08:50:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-23 18:15:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-23 08:50:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-24 18:15:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-24 08:50:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-27 18:15:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-27 08:50:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-28 18:15:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-28 08:50:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-29 18:15:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-29 08:50:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-30 18:15:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-30 08:50:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-31 18:15:38', 28);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-31 08:50:38', 28);
-----------------------------------------------------------------------------------------------------
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-13 08:50:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-13 18:15:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-14 08:50:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-14 18:15:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-16 08:40:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-16 18:15:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-17 08:30:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-17 18:15:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-20 18:15:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-20 08:50:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-21 18:15:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-21 08:50:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-22 18:15:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-22 08:50:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-23 18:15:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-23 08:50:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-24 18:15:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-24 08:50:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-27 18:15:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-27 08:50:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-28 18:15:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-28 08:50:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-29 18:15:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-29 14:00:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-29 14:50:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-29 08:50:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-30 18:15:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-30 15:15:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-30 16:05:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-30 08:50:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-31 18:15:38', 29);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-31 08:50:38', 29);

-----------------------------------------------------------------------------------------------------

INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-13 08:50:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-13 18:15:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-14 08:50:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-14 18:15:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-16 08:40:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-16 18:15:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-17 08:30:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-17 18:15:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-20 18:15:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-20 08:50:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-21 18:15:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-21 08:50:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-22 18:15:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-22 08:50:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-23 18:15:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-23 08:50:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-24 18:15:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-24 08:50:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-27 18:15:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-27 08:50:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-28 18:15:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-28 08:50:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-29 18:15:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-29 08:50:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-30 18:15:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-30 08:50:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-31 18:15:38', 30);
INSERT INTO tblAttendanceRecord VALUES(attendanceRecordSeq.NEXTVAL, '2018-08-31 08:50:38', 30);
